Date,Region,Product,Units Sold,Unit Price,Revenue,Profit,Year,Month,Quarter,Weekday,DayOfYear,Profit_Margin,Month_Year
2024-02-13,North,Tablet,93,59,5487,1770.68,2024,2,1,Tuesday,44,32.27045744486969,2024-02
2024-02-13,South,Monitor,17,442,7514,2000.74,2024,2,1,Tuesday,44,26.626829917487356,2024-02
2024-02-13,South,Headphones,90,283,25470,8361.73,2024,2,1,Tuesday,44,32.829721240675305,2024-02
2024-02-13,South,Laptop,58,61,3538,1145.32,2024,2,1,Tuesday,44,32.3719615602035,2024-02
2024-02-13,East,Headphones,99,119,11781,4276.45,2024,2,1,Tuesday,44,36.299550123079534,2024-02
2024-02-13,East,Keyboard,62,181,11222,2419.61,2024,2,1,Tuesday,44,21.56130814471574,2024-02
2024-02-13,East,Smartphone,8,69,552,184.43,2024,2,1,Tuesday,44,33.411231884057976,2024-02
2024-02-13,West,Mouse,25,251,6275,1793.88,2024,2,1,Tuesday,44,28.58772908366534,2024-02
2024-02-13,West,Headphones,8,237,1896,641.34,2024,2,1,Tuesday,44,33.82594936708861,2024-02
2024-02-13,West,Laptop,24,322,7728,2136.49,2024,2,1,Tuesday,44,27.646092132505174,2024-02
2024-02-14,North,Mouse,8,937,7496,2106.72,2024,2,1,Wednesday,45,28.104589114194233,2024-02
2024-02-14,North,Laptop,38,719,27322,9330.37,2024,2,1,Wednesday,45,34.1496596149623,2024-02
2024-02-14,South,Keyboard,87,455,39585,12216.91,2024,2,1,Wednesday,45,30.862473159024884,2024-02
2024-02-14,South,Tablet,80,591,47280,18656.25,2024,2,1,Wednesday,45,39.45907360406091,2024-02
2024-02-14,South,Monitor,35,917,32095,8190.03,2024,2,1,Wednesday,45,25.518086929428257,2024-02
2024-02-14,South,Laptop,52,734,38168,5505.19,2024,2,1,Wednesday,45,14.423574722280444,2024-02
2024-02-14,East,Monitor,96,812,77952,25722.33,2024,2,1,Wednesday,45,32.997652401477836,2024-02
2024-02-14,East,Headphones,61,167,10187,2982.44,2024,2,1,Wednesday,45,29.27692156670266,2024-02
2024-02-14,East,Keyboard,21,247,5187,1508.66,2024,2,1,Wednesday,45,29.085405822247928,2024-02
2024-02-14,East,Smartphone,51,448,22848,5094.45,2024,2,1,Wednesday,45,22.297137605042018,2024-02
2024-02-14,West,Mouse,65,187,12155,2435.3,2024,2,1,Wednesday,45,20.035376388317566,2024-02
2024-02-14,West,Keyboard,81,668,54108,5803.49,2024,2,1,Wednesday,45,10.725752199305093,2024-02
2024-02-14,West,Monitor,74,898,66452,25177.67,2024,2,1,Wednesday,45,37.8885059892855,2024-02
2024-02-15,North,Laptop,73,398,29054,6929.96,2024,2,1,Thursday,46,23.85199972465065,2024-02
2024-02-15,North,Headphones,88,98,8624,1988.3,2024,2,1,Thursday,46,23.055426716141,2024-02
2024-02-15,North,Mouse,68,310,21080,6572.86,2024,2,1,Thursday,46,31.18055028462998,2024-02
2024-02-15,North,Keyboard,94,309,29046,3338.91,2024,2,1,Thursday,46,11.495248915513322,2024-02
2024-02-15,South,Keyboard,74,858,63492,9376.02,2024,2,1,Thursday,46,14.767246267246268,2024-02
2024-02-15,South,Mouse,64,413,26432,3716.5,2024,2,1,Thursday,46,14.060608353510895,2024-02
2024-02-15,South,Monitor,35,645,22575,6706.73,2024,2,1,Thursday,46,29.708660022148393,2024-02
2024-02-15,South,Headphones,40,774,30960,3736.48,2024,2,1,Thursday,46,12.068733850129199,2024-02
2024-02-15,East,Tablet,96,319,30624,5355.03,2024,2,1,Thursday,46,17.486383228840126,2024-02
2024-02-15,East,Laptop,84,449,37716,12364.04,2024,2,1,Thursday,46,32.78194930533461,2024-02
2024-02-15,East,Monitor,93,254,23622,4262.39,2024,2,1,Thursday,46,18.04415375497418,2024-02
2024-02-15,West,Laptop,61,582,35502,9220.8,2024,2,1,Thursday,46,25.972621260774037,2024-02
2024-02-15,West,Mouse,37,568,21016,2646.49,2024,2,1,Thursday,46,12.592738865626188,2024-02
2024-02-16,North,Laptop,75,966,72450,8380.83,2024,2,1,Friday,47,11.567743271221532,2024-02
2024-02-16,North,Mouse,18,362,6516,1618.21,2024,2,1,Friday,47,24.83440761203192,2024-02
2024-02-16,North,Keyboard,25,131,3275,469.93,2024,2,1,Friday,47,14.349007633587787,2024-02
2024-02-16,North,Monitor,91,779,70889,11154.9,2024,2,1,Friday,47,15.735727686947198,2024-02
2024-02-16,South,Tablet,45,210,9450,1373.78,2024,2,1,Friday,47,14.537354497354496,2024-02
2024-02-16,South,Keyboard,72,944,67968,11914.11,2024,2,1,Friday,47,17.52899894067797,2024-02
2024-02-16,East,Tablet,32,92,2944,354.16,2024,2,1,Friday,47,12.029891304347826,2024-02
2024-02-16,East,Smartphone,90,226,20340,5350.67,2024,2,1,Friday,47,26.30614552605703,2024-02
2024-02-16,East,Monitor,74,543,40182,9542.83,2024,2,1,Friday,47,23.74901697277388,2024-02
2024-02-16,East,Headphones,69,891,61479,9205.4,2024,2,1,Friday,47,14.97324289594821,2024-02
2024-02-16,West,Mouse,55,686,37730,12254.14,2024,2,1,Friday,47,32.47850516830108,2024-02
2024-02-16,West,Smartphone,80,393,31440,10566.7,2024,2,1,Friday,47,33.60909669211196,2024-02
2024-02-16,West,Headphones,42,620,26040,6191.58,2024,2,1,Friday,47,23.777188940092163,2024-02
2024-02-17,North,Smartphone,72,927,66744,21774.05,2024,2,1,Saturday,48,32.623232050821045,2024-02
2024-02-17,North,Keyboard,19,425,8075,1113.35,2024,2,1,Saturday,48,13.787616099071206,2024-02
2024-02-17,North,Tablet,83,775,64325,9551.36,2024,2,1,Saturday,48,14.84859696851924,2024-02
2024-02-17,North,Headphones,18,972,17496,6718.31,2024,2,1,Saturday,48,38.39911979881116,2024-02
2024-02-17,South,Mouse,7,93,651,170.31,2024,2,1,Saturday,48,26.161290322580644,2024-02
2024-02-17,South,Monitor,10,728,7280,2162.41,2024,2,1,Saturday,48,29.703434065934065,2024-02
2024-02-17,South,Keyboard,93,428,39804,8523.07,2024,2,1,Saturday,48,21.412596723947342,2024-02
2024-02-17,East,Laptop,28,557,15596,5269.21,2024,2,1,Saturday,48,33.78565016670942,2024-02
2024-02-17,East,Mouse,40,534,21360,6202.4,2024,2,1,Saturday,48,29.037453183520594,2024-02
2024-02-17,East,Tablet,59,954,56286,12314.88,2024,2,1,Saturday,48,21.879117364886472,2024-02
2024-02-17,East,Headphones,52,287,14924,3878.88,2024,2,1,Saturday,48,25.99088716161887,2024-02
2024-02-17,West,Laptop,7,926,6482,2410.29,2024,2,1,Saturday,48,37.18435668003702,2024-02
2024-02-17,West,Monitor,44,535,23540,3347.7,2024,2,1,Saturday,48,14.221325403568393,2024-02
2024-02-17,West,Smartphone,5,569,2845,1047.52,2024,2,1,Saturday,48,36.819683655536025,2024-02
2024-02-18,North,Mouse,15,863,12945,2535.93,2024,2,1,Sunday,49,19.590034762456547,2024-02
2024-02-18,North,Tablet,5,624,3120,766.3,2024,2,1,Sunday,49,24.560897435897434,2024-02
2024-02-18,North,Laptop,25,719,17975,5219.96,2024,2,1,Sunday,49,29.040111265646733,2024-02
2024-02-18,North,Keyboard,8,973,7784,2837.88,2024,2,1,Sunday,49,36.45786228160329,2024-02
2024-02-18,South,Tablet,72,842,60624,21029.71,2024,2,1,Sunday,49,34.68875362892584,2024-02
2024-02-18,South,Headphones,30,431,12930,2763.25,2024,2,1,Sunday,49,21.370843000773394,2024-02
2024-02-18,South,Keyboard,65,525,34125,12198.09,2024,2,1,Sunday,49,35.745318681318686,2024-02
2024-02-18,South,Laptop,54,695,37530,11749.62,2024,2,1,Sunday,49,31.307274180655476,2024-02
2024-02-18,East,Keyboard,92,275,25300,8748.15,2024,2,1,Sunday,49,34.577667984189716,2024-02
2024-02-18,East,Mouse,80,525,42000,10820.48,2024,2,1,Sunday,49,25.76304761904762,2024-02
2024-02-18,West,Mouse,38,90,3420,1100.9,2024,2,1,Sunday,49,32.19005847953217,2024-02
2024-02-18,West,Keyboard,86,363,31218,8870.07,2024,2,1,Sunday,49,28.41331923890063,2024-02
2024-02-19,North,Mouse,19,908,17252,5007.27,2024,2,1,Monday,50,29.024287039183864,2024-02
2024-02-19,North,Tablet,88,942,82896,25105.32,2024,2,1,Monday,50,30.28532136653156,2024-02
2024-02-19,North,Smartphone,70,532,37240,11391.65,2024,2,1,Monday,50,30.589822771213747,2024-02
2024-02-19,North,Headphones,32,96,3072,468.37,2024,2,1,Monday,50,15.246419270833334,2024-02
2024-02-19,South,Tablet,67,628,42076,12969.72,2024,2,1,Monday,50,30.824508033082992,2024-02
2024-02-19,South,Monitor,29,864,25056,4800.56,2024,2,1,Monday,50,19.15932311621967,2024-02
2024-02-19,East,Keyboard,18,509,9162,1555.97,2024,2,1,Monday,50,16.982864003492686,2024-02
2024-02-19,East,Tablet,13,916,11908,1401.91,2024,2,1,Monday,50,11.772841787033927,2024-02
2024-02-19,East,Headphones,83,259,21497,6346.57,2024,2,1,Monday,50,29.523049727869004,2024-02
2024-02-19,East,Mouse,10,300,3000,300.17,2024,2,1,Monday,50,10.005666666666666,2024-02
2024-02-19,West,Mouse,23,591,13593,4631.22,2024,2,1,Monday,50,34.07062458618407,2024-02
2024-02-19,West,Monitor,88,930,81840,9215.79,2024,2,1,Monday,50,11.260740469208212,2024-02
2024-02-19,West,Keyboard,92,319,29348,11017.91,2024,2,1,Monday,50,37.54228567534415,2024-02
2024-02-19,West,Laptop,91,711,64701,23130.77,2024,2,1,Monday,50,35.75025115531445,2024-02
2024-02-20,North,Headphones,32,222,7104,2762.34,2024,2,1,Tuesday,51,38.88429054054055,2024-02
2024-02-20,North,Laptop,67,122,8174,1564.71,2024,2,1,Tuesday,51,19.142525079520432,2024-02
2024-02-20,North,Monitor,23,992,22816,5360.68,2024,2,1,Tuesday,51,23.495266479663396,2024-02
2024-02-20,North,Tablet,42,486,20412,5352.22,2024,2,1,Tuesday,51,26.220948461689204,2024-02
2024-02-20,South,Smartphone,79,870,68730,13001.75,2024,2,1,Tuesday,51,18.917139531500073,2024-02
2024-02-20,South,Tablet,63,383,24129,7792.65,2024,2,1,Tuesday,51,32.29578515479299,2024-02
2024-02-20,East,Smartphone,90,986,88740,35203.91,2024,2,1,Tuesday,51,39.670847419427545,2024-02
2024-02-20,East,Monitor,59,65,3835,659.06,2024,2,1,Tuesday,51,17.18539765319426,2024-02
2024-02-20,East,Keyboard,52,719,37388,8552.68,2024,2,1,Tuesday,51,22.875468064619664,2024-02
2024-02-20,East,Laptop,15,625,9375,3157.01,2024,2,1,Tuesday,51,33.674773333333334,2024-02
2024-02-20,West,Tablet,48,978,46944,15081.69,2024,2,1,Tuesday,51,32.12698108384458,2024-02
2024-02-20,West,Smartphone,77,494,38038,4176.33,2024,2,1,Tuesday,51,10.979362742520637,2024-02
2024-02-21,North,Keyboard,51,473,24123,4706.01,2024,2,1,Wednesday,52,19.508394478298722,2024-02
2024-02-21,North,Smartphone,80,223,17840,5925.8,2024,2,1,Wednesday,52,33.21636771300449,2024-02
2024-02-21,North,Monitor,23,75,1725,257.8,2024,2,1,Wednesday,52,14.944927536231884,2024-02
2024-02-21,North,Headphones,26,281,7306,2808.66,2024,2,1,Wednesday,52,38.44319737202299,2024-02
2024-02-21,South,Tablet,96,589,56544,9626.92,2024,2,1,Wednesday,52,17.025537634408604,2024-02
2024-02-21,South,Keyboard,80,990,79200,30985.41,2024,2,1,Wednesday,52,39.122992424242426,2024-02
2024-02-21,South,Mouse,70,211,14770,3572.41,2024,2,1,Wednesday,52,24.186932972241028,2024-02
2024-02-21,East,Headphones,16,311,4976,565.74,2024,2,1,Wednesday,52,11.369372990353698,2024-02
2024-02-21,East,Smartphone,12,516,6192,1133.41,2024,2,1,Wednesday,52,18.304425064599485,2024-02
2024-02-21,West,Headphones,18,340,6120,1433.55,2024,2,1,Wednesday,52,23.424019607843135,2024-02
2024-02-21,West,Tablet,88,873,76824,21300.24,2024,2,1,Wednesday,52,27.7260231177757,2024-02
2024-02-22,North,Monitor,94,856,80464,27420.18,2024,2,1,Thursday,53,34.07757506462518,2024-02
2024-02-22,North,Headphones,53,753,39909,10128.92,2024,2,1,Thursday,53,25.380039590067405,2024-02
2024-02-22,South,Tablet,45,578,26010,3489.28,2024,2,1,Thursday,53,13.415148019992312,2024-02
2024-02-22,South,Smartphone,55,620,34100,8600.82,2024,2,1,Thursday,53,25.222346041055715,2024-02
2024-02-22,South,Headphones,45,600,27000,6697.73,2024,2,1,Thursday,53,24.806407407407406,2024-02
2024-02-22,South,Monitor,15,543,8145,3240.45,2024,2,1,Thursday,53,39.78453038674033,2024-02
2024-02-22,East,Headphones,76,505,38380,11563.24,2024,2,1,Thursday,53,30.128295987493487,2024-02
2024-02-22,East,Tablet,16,494,7904,1523.98,2024,2,1,Thursday,53,19.281123481781375,2024-02
2024-02-22,West,Monitor,50,392,19600,6179.32,2024,2,1,Thursday,53,31.527142857142852,2024-02
2024-02-22,West,Smartphone,51,776,39576,4439.15,2024,2,1,Thursday,53,11.216772791590863,2024-02
2024-02-23,North,Monitor,40,643,25720,3284.07,2024,2,1,Friday,54,12.768545878693624,2024-02
2024-02-23,North,Smartphone,32,985,31520,10255.14,2024,2,1,Friday,54,32.53534263959391,2024-02
2024-02-23,North,Laptop,80,427,34160,6706.44,2024,2,1,Friday,54,19.632435597189694,2024-02
2024-02-23,South,Headphones,55,892,49060,13717.55,2024,2,1,Friday,54,27.960762331838563,2024-02
2024-02-23,South,Smartphone,18,259,4662,660.43,2024,2,1,Friday,54,14.166237666237667,2024-02
2024-02-23,East,Monitor,6,654,3924,470.62,2024,2,1,Friday,54,11.993374108053008,2024-02
2024-02-23,East,Mouse,20,399,7980,1138.28,2024,2,1,Friday,54,14.264160401002506,2024-02
2024-02-23,West,Tablet,59,862,50858,11179.13,2024,2,1,Friday,54,21.981064925872033,2024-02
2024-02-23,West,Mouse,89,623,55447,14837.21,2024,2,1,Friday,54,26.759265604992155,2024-02
2024-02-24,North,Smartphone,22,469,10318,3114.9,2024,2,1,Saturday,55,30.18899011436325,2024-02
2024-02-24,North,Monitor,77,998,76846,27551.04,2024,2,1,Saturday,55,35.8522759805325,2024-02
2024-02-24,North,Tablet,34,237,8058,1352.81,2024,2,1,Saturday,55,16.788409034499878,2024-02
2024-02-24,North,Keyboard,36,500,18000,4230.67,2024,2,1,Saturday,55,23.503722222222223,2024-02
2024-02-24,South,Headphones,37,969,35853,7613.95,2024,2,1,Saturday,55,21.236577134409952,2024-02
2024-02-24,South,Monitor,60,717,43020,9858.41,2024,2,1,Saturday,55,22.915876336587633,2024-02
2024-02-24,South,Mouse,72,470,33840,12420.27,2024,2,1,Saturday,55,36.70292553191489,2024-02
2024-02-24,South,Keyboard,69,608,41952,6139.17,2024,2,1,Saturday,55,14.633795766590389,2024-02
2024-02-24,East,Monitor,99,524,51876,11562.57,2024,2,1,Saturday,55,22.28886190145732,2024-02
2024-02-24,East,Laptop,53,930,49290,14941.58,2024,2,1,Saturday,55,30.313613308987623,2024-02
2024-02-24,West,Monitor,8,674,5392,766.56,2024,2,1,Saturday,55,14.216617210682491,2024-02
2024-02-24,West,Smartphone,73,975,71175,7705.48,2024,2,1,Saturday,55,10.826104671584122,2024-02
2024-02-25,North,Keyboard,50,412,20600,4457.76,2024,2,1,Sunday,56,21.63961165048544,2024-02
2024-02-25,North,Laptop,55,867,47685,9249.07,2024,2,1,Sunday,56,19.396183286148684,2024-02
2024-02-25,North,Tablet,19,294,5586,1043.32,2024,2,1,Sunday,56,18.677407805227354,2024-02
2024-02-25,North,Headphones,41,219,8979,1907.51,2024,2,1,Sunday,56,21.24412518097784,2024-02
2024-02-25,South,Monitor,33,126,4158,1172.82,2024,2,1,Sunday,56,28.206349206349206,2024-02
2024-02-25,South,Smartphone,21,158,3318,1298.08,2024,2,1,Sunday,56,39.12236286919831,2024-02
2024-02-25,South,Laptop,26,117,3042,1198.65,2024,2,1,Sunday,56,39.40335305719921,2024-02
2024-02-25,South,Tablet,53,958,50774,13328.76,2024,2,1,Sunday,56,26.25115216449364,2024-02
2024-02-25,East,Laptop,36,158,5688,900.91,2024,2,1,Sunday,56,15.83878340365682,2024-02
2024-02-25,East,Headphones,89,991,88199,26743.37,2024,2,1,Sunday,56,30.321624961734262,2024-02
2024-02-25,East,Tablet,25,349,8725,3046.83,2024,2,1,Sunday,56,34.920687679083095,2024-02
2024-02-25,West,Tablet,15,484,7260,2430.04,2024,2,1,Sunday,56,33.47162534435262,2024-02
2024-02-25,West,Keyboard,86,153,13158,2601.95,2024,2,1,Sunday,56,19.774661802705577,2024-02
2024-02-25,West,Mouse,28,811,22708,5414.35,2024,2,1,Sunday,56,23.843359168574953,2024-02
2024-02-25,West,Smartphone,89,569,50641,5663.58,2024,2,1,Sunday,56,11.183783890523488,2024-02
2024-02-26,North,Tablet,15,871,13065,3397.11,2024,2,1,Monday,57,26.001607347876003,2024-02
2024-02-26,North,Laptop,16,295,4720,657.0,2024,2,1,Monday,57,13.91949152542373,2024-02
2024-02-26,South,Smartphone,16,631,10096,1460.27,2024,2,1,Monday,57,14.4638470681458,2024-02
2024-02-26,South,Tablet,23,715,16445,6484.2,2024,2,1,Monday,57,39.42961386439647,2024-02
2024-02-26,South,Keyboard,56,913,51128,12658.24,2024,2,1,Monday,57,24.757940854326396,2024-02
2024-02-26,South,Laptop,59,811,47849,11839.06,2024,2,1,Monday,57,24.742544253798407,2024-02
2024-02-26,East,Tablet,85,740,62900,23168.32,2024,2,1,Monday,57,36.833577106518284,2024-02
2024-02-26,East,Headphones,95,131,12445,2900.14,2024,2,1,Monday,57,23.30365608678184,2024-02
2024-02-26,East,Mouse,51,800,40800,11099.99,2024,2,1,Monday,57,27.205857843137256,2024-02
2024-02-26,East,Monitor,39,97,3783,1508.8,2024,2,1,Monday,57,39.883690192968544,2024-02
2024-02-26,West,Tablet,42,372,15624,3663.76,2024,2,1,Monday,57,23.44956477214542,2024-02
2024-02-26,West,Headphones,17,992,16864,4856.46,2024,2,1,Monday,57,28.797794117647058,2024-02
2024-02-27,North,Headphones,58,955,55390,7772.91,2024,2,1,Tuesday,58,14.033056508395017,2024-02
2024-02-27,North,Laptop,25,253,6325,2158.92,2024,2,1,Tuesday,58,34.133122529644275,2024-02
2024-02-27,North,Smartphone,28,596,16688,2723.67,2024,2,1,Tuesday,58,16.32112895493768,2024-02
2024-02-27,North,Keyboard,61,783,47763,4903.3,2024,2,1,Tuesday,58,10.265896195800096,2024-02
2024-02-27,South,Monitor,11,628,6908,2219.96,2024,2,1,Tuesday,58,32.13607411696584,2024-02
2024-02-27,South,Keyboard,29,598,17342,5586.6,2024,2,1,Tuesday,58,32.214277476646295,2024-02
2024-02-27,South,Smartphone,41,190,7790,2539.76,2024,2,1,Tuesday,58,32.60282413350449,2024-02
2024-02-27,South,Headphones,9,237,2133,634.7,2024,2,1,Tuesday,58,29.756211908110647,2024-02
2024-02-27,East,Mouse,27,314,8478,2687.06,2024,2,1,Tuesday,58,31.69450342061807,2024-02
2024-02-27,East,Keyboard,82,433,35506,10872.72,2024,2,1,Tuesday,58,30.622204697797557,2024-02
2024-02-27,East,Monitor,99,407,40293,7729.86,2024,2,1,Tuesday,58,19.184126275035364,2024-02
2024-02-27,East,Tablet,76,820,62320,18049.55,2024,2,1,Tuesday,58,28.962692554557123,2024-02
2024-02-27,West,Keyboard,20,115,2300,283.03,2024,2,1,Tuesday,58,12.305652173913042,2024-02
2024-02-27,West,Headphones,38,795,30210,5216.34,2024,2,1,Tuesday,58,17.2669314796425,2024-02
2024-02-28,North,Smartphone,35,557,19495,6999.1,2024,2,1,Wednesday,59,35.90202616055399,2024-02
2024-02-28,North,Mouse,71,953,67663,12704.03,2024,2,1,Wednesday,59,18.775445960125918,2024-02
2024-02-28,North,Laptop,59,76,4484,478.03,2024,2,1,Wednesday,59,10.66079393398751,2024-02
2024-02-28,South,Smartphone,17,582,9894,1626.46,2024,2,1,Wednesday,59,16.438851829391552,2024-02
2024-02-28,South,Headphones,23,362,8326,2729.96,2024,2,1,Wednesday,59,32.78837376891664,2024-02
2024-02-28,South,Tablet,35,386,13510,4268.31,2024,2,1,Wednesday,59,31.593708364174688,2024-02
2024-02-28,South,Mouse,36,495,17820,4208.8,2024,2,1,Wednesday,59,23.61840628507295,2024-02
2024-02-28,East,Laptop,57,457,26049,4870.93,2024,2,1,Wednesday,59,18.699105531882225,2024-02
2024-02-28,East,Smartphone,34,752,25568,3476.89,2024,2,1,Wednesday,59,13.59859981226533,2024-02
2024-02-28,East,Keyboard,63,520,32760,10358.6,2024,2,1,Wednesday,59,31.619658119658123,2024-02
2024-02-28,West,Smartphone,79,922,72838,23642.75,2024,2,1,Wednesday,59,32.45936187155056,2024-02
2024-02-28,West,Laptop,83,490,40670,4068.64,2024,2,1,Wednesday,59,10.004032456356036,2024-02
2024-02-28,West,Headphones,97,203,19691,6193.05,2024,2,1,Wednesday,59,31.451170585546695,2024-02
2024-02-28,West,Monitor,90,343,30870,11382.33,2024,2,1,Wednesday,59,36.871817298347906,2024-02
2024-02-29,North,Smartphone,33,717,23661,3089.36,2024,2,1,Thursday,60,13.05676006931237,2024-02
2024-02-29,North,Tablet,69,668,46092,8348.09,2024,2,1,Thursday,60,18.111798142844744,2024-02
2024-02-29,North,Mouse,31,723,22413,4348.22,2024,2,1,Thursday,60,19.400437246241022,2024-02
2024-02-29,South,Headphones,60,740,44400,5629.34,2024,2,1,Thursday,60,12.678693693693694,2024-02
2024-02-29,South,Tablet,62,520,32240,8000.17,2024,2,1,Thursday,60,24.814423076923077,2024-02
2024-02-29,South,Laptop,37,877,32449,9404.16,2024,2,1,Thursday,60,28.98135535763814,2024-02
2024-02-29,East,Mouse,37,585,21645,7106.3,2024,2,1,Thursday,60,32.83113883113884,2024-02
2024-02-29,East,Headphones,21,501,10521,3269.53,2024,2,1,Thursday,60,31.076228495390172,2024-02
2024-02-29,East,Laptop,98,762,74676,9828.07,2024,2,1,Thursday,60,13.160948631421071,2024-02
2024-02-29,East,Smartphone,87,772,67164,19695.49,2024,2,1,Thursday,60,29.32447442082068,2024-02
2024-02-29,West,Tablet,51,545,27795,4521.27,2024,2,1,Thursday,60,16.26648677819752,2024-02
2024-02-29,West,Smartphone,82,276,22632,4774.08,2024,2,1,Thursday,60,21.09437963944857,2024-02
2024-02-29,West,Mouse,75,62,4650,1046.02,2024,2,1,Thursday,60,22.495053763440858,2024-02
2024-03-01,North,Smartphone,58,149,8642,2621.5,2024,3,1,Friday,61,30.334413330247628,2024-03
2024-03-01,North,Mouse,49,798,39102,7374.26,2024,3,1,Friday,61,18.859035343460693,2024-03
2024-03-01,South,Laptop,48,198,9504,2895.47,2024,3,1,Friday,61,30.465803872053872,2024-03
2024-03-01,South,Monitor,58,487,28246,7732.42,2024,3,1,Friday,61,27.37527437513276,2024-03
2024-03-01,South,Keyboard,25,301,7525,849.59,2024,3,1,Friday,61,11.290232558139534,2024-03
2024-03-01,South,Mouse,17,362,6154,2135.39,2024,3,1,Friday,61,34.69922001949951,2024-03
2024-03-01,East,Keyboard,50,574,28700,6134.0,2024,3,1,Friday,61,21.372822299651567,2024-03
2024-03-01,East,Mouse,28,819,22932,2426.17,2024,3,1,Friday,61,10.579844758416188,2024-03
2024-03-01,East,Laptop,18,187,3366,368.33,2024,3,1,Friday,61,10.942661913250149,2024-03
2024-03-01,West,Monitor,28,590,16520,3952.06,2024,3,1,Friday,61,23.9228813559322,2024-03
2024-03-01,West,Smartphone,64,907,58048,17603.79,2024,3,1,Friday,61,30.326264470782803,2024-03
2024-03-01,West,Tablet,88,168,14784,4911.21,2024,3,1,Friday,61,33.21976461038961,2024-03
2024-03-01,West,Headphones,51,514,26214,6720.98,2024,3,1,Friday,61,25.63889524681468,2024-03
2024-03-02,North,Mouse,98,794,77812,10587.27,2024,3,1,Saturday,62,13.606217549992289,2024-03
2024-03-02,North,Laptop,10,440,4400,463.17,2024,3,1,Saturday,62,10.52659090909091,2024-03
2024-03-02,North,Keyboard,29,82,2378,765.02,2024,3,1,Saturday,62,32.170731707317074,2024-03
2024-03-02,South,Tablet,81,696,56376,20508.27,2024,3,1,Saturday,62,36.3776607066837,2024-03
2024-03-02,South,Keyboard,55,506,27830,7349.6,2024,3,1,Saturday,62,26.408911246855908,2024-03
2024-03-02,South,Smartphone,12,274,3288,926.7,2024,3,1,Saturday,62,28.184306569343065,2024-03
2024-03-02,South,Monitor,76,94,7144,1567.4,2024,3,1,Saturday,62,21.940089585666296,2024-03
2024-03-02,East,Keyboard,81,128,10368,1222.54,2024,3,1,Saturday,62,11.791473765432098,2024-03
2024-03-02,East,Smartphone,48,267,12816,3520.08,2024,3,1,Saturday,62,27.46629213483146,2024-03
2024-03-02,East,Headphones,13,680,8840,2966.32,2024,3,1,Saturday,62,33.55565610859729,2024-03
2024-03-02,East,Tablet,88,483,42504,12469.71,2024,3,1,Saturday,62,29.337732919254655,2024-03
2024-03-02,West,Keyboard,61,75,4575,1620.27,2024,3,1,Saturday,62,35.41573770491803,2024-03
2024-03-02,West,Headphones,49,388,19012,2739.42,2024,3,1,Saturday,62,14.40889964233116,2024-03
2024-03-02,West,Monitor,57,505,28785,8370.29,2024,3,1,Saturday,62,29.078652075733892,2024-03
2024-03-03,North,Tablet,51,613,31263,6290.18,2024,3,1,Sunday,63,20.12020599430637,2024-03
2024-03-03,North,Keyboard,58,749,43442,11366.33,2024,3,1,Sunday,63,26.164380092997558,2024-03
2024-03-03,North,Laptop,35,538,18830,5780.81,2024,3,1,Sunday,63,30.7,2024-03
2024-03-03,North,Monitor,30,802,24060,9123.12,2024,3,1,Sunday,63,37.91820448877806,2024-03
2024-03-03,South,Mouse,19,785,14915,3731.45,2024,3,1,Sunday,63,25.018102581294,2024-03
2024-03-03,South,Monitor,25,607,15175,1864.58,2024,3,1,Sunday,63,12.287182866556837,2024-03
2024-03-03,East,Laptop,17,272,4624,523.3,2024,3,1,Sunday,63,11.31704152249135,2024-03
2024-03-03,East,Smartphone,98,567,55566,12983.69,2024,3,1,Sunday,63,23.36624914516071,2024-03
2024-03-03,East,Headphones,48,542,26016,2991.68,2024,3,1,Sunday,63,11.499384993849938,2024-03
2024-03-03,West,Headphones,32,541,17312,6720.31,2024,3,1,Sunday,63,38.81879621072089,2024-03
2024-03-03,West,Mouse,20,629,12580,4848.7,2024,3,1,Sunday,63,38.54292527821939,2024-03
2024-03-04,North,Mouse,93,323,30039,8352.89,2024,3,1,Monday,64,27.806817803522087,2024-03
2024-03-04,North,Monitor,59,919,54221,15545.32,2024,3,1,Monday,64,28.670293797606096,2024-03
2024-03-04,North,Smartphone,30,439,13170,2068.12,2024,3,1,Monday,64,15.703264996203492,2024-03
2024-03-04,North,Headphones,33,620,20460,4225.24,2024,3,1,Monday,64,20.651221896383184,2024-03
2024-03-04,South,Laptop,12,190,2280,812.29,2024,3,1,Monday,64,35.62675438596491,2024-03
2024-03-04,South,Keyboard,98,401,39298,7584.51,2024,3,1,Monday,64,19.299989821364953,2024-03
2024-03-04,East,Monitor,97,135,13095,3678.64,2024,3,1,Monday,64,28.091943489881633,2024-03
2024-03-04,East,Headphones,41,123,5043,1691.05,2024,3,1,Monday,64,33.53261947253619,2024-03
2024-03-04,East,Tablet,96,561,53856,14304.0,2024,3,1,Monday,64,26.559714795008915,2024-03
2024-03-04,West,Mouse,76,993,75468,9706.68,2024,3,1,Monday,64,12.861981237080617,2024-03
2024-03-04,West,Laptop,31,938,29078,6421.27,2024,3,1,Monday,64,22.082914918495085,2024-03
2024-03-04,West,Keyboard,17,222,3774,511.57,2024,3,1,Monday,64,13.555113937466878,2024-03
2024-03-04,West,Headphones,13,487,6331,1388.71,2024,3,1,Monday,64,21.935081345758963,2024-03
